covariate,exp(coef),p
log_n_dev,0.4428795470458842,1.3519277578042035e-17
SD_truck,1.8146376544121297,2.83040079212953e-11
TD_vuln,1.2209897837348858,0.008928598845765516
TD_trad,1.2229564785243006,0.01571891336463548
TD_ml,0.8781938947936815,0.053269713996885515
SD_community,0.8805467429674619,0.1522273745166163
SD_stcongr,1.0639247840790105,0.4779699267171218
