metric,first_mean,last_mean,delta_pct,p
community_smell_count,0.6972602739726027,0.713013698630137,2.259332020335342,0.47876867574352566
traditional_smell_count,1.5917808219178082,0.6301369863013698,-60.41308085705547,7.819940949301177e-33
stqf_global_turnover,0.3978997369863014,0.49116318082191784,23.438930698372886,8.20006043472624e-30
log_commits_count,1.6940565193235966,1.1864386670575657,-29.964634956162286,2.2087214459222887e-53
se_score,3.1460273972602737,2.907260273972603,-7.5894800986064865,0.0005942226660197403
