predictor,odds_ratio,p_logit,HR,p_cox,tipo
SD_truck,1.6616815795780715,0.21105060683579724,1.804778254262743,1.091483747171249e-10,socio-tecnico
SD_community,0.8374413009980592,0.4873040826839665,0.8589478940336529,0.02545149086496613,socio-tecnico
TD_trad,0.8077553633781879,0.5184613804762743,1.2694872074562433,0.005011190859585053,socio-tecnico
TD_vuln,1.1605795385838502,0.6974854377986064,1.1997498094735832,0.014310130426780749,socio-tecnico
log_n_dev,0.279202379766137,0.0004976119208049498,0.4710298995770756,2.0531835509822653e-14,scala
log_commits_per_win,1.31333343064452,0.37695211874295287,1.151323939405651,0.07902581465102808,scala
log_loc,0.6372696485164655,0.18988261345426516,0.7746314783425831,2.708843924494738e-05,scala
