covariate,exp(coef),p
log_n_dev,0.6057724807287004,3.749279288671826e-06
TD_ml,0.786294090985359,0.008344401944942537
TD_vuln,1.2348511218252454,0.059711859482500226
TD_trad,1.0943988936383837,0.3932605371876968
SD_stcongr,0.9186688400293065,0.4321995103999734
SD_truck,1.061996694443735,0.5841459794742387
SD_community,1.0407891067484556,0.7136120768032974
