predictor,odds_ratio,p_logit,HR,p_cox,tipo
SD_truck,0.6013434150557541,0.02174358557584438,1.2131274817054258,0.08873077826943244,socio-tecnico
SD_community,1.1142293093901088,0.4777642394471484,1.0246306374355465,0.7906878920284668,socio-tecnico
TD_trad,0.6073202169427332,0.013642569970803296,1.1227574404730698,0.2869743298052738,socio-tecnico
TD_vuln,1.0221167912982574,0.908948305519794,1.2703532842626273,0.03470895318537144,socio-tecnico
log_n_dev,1.365519461666855,0.19739079003454674,0.6680194772553304,0.00037864703192918284,scala
log_commits_per_win,0.3001156277321365,6.691475890166035e-09,0.7422002941010547,0.002376050707414218,scala
log_loc,1.3624829705223551,0.05788524307934375,0.8575328330618147,0.04419803760000321,scala
