metric,coef_raw,p_raw,coef_adj,p_adj
SD_community,1.3111692391402734,0.0014380188556220887,1.5126061490413634,0.0004165716792653858
SD_turnover,0.2528006528720144,0.6952081270636443,2.998512897183418,0.022140617142301682
SD_stcongr,-2.7788772047558794,3.158607320015825e-06,-2.8160000338889093,2.398385084860795e-06
SD_smellyq,0.1545673674123544,0.8088402339892921,2.1728279764791396,0.0669962281104108
TD_trad,-0.20426041699501168,0.008031405434403074,-0.33772274028434157,0.00031391343059505866
TD_ml,-1.3213523369625637,0.015692316864561306,-1.619881168627409,0.004870972458190125
TD_vuln,-0.46773167478741534,0.013481846136010183,-0.6594041999647089,0.00213136909477553
