project_url,proj_failed,n_developers,n_windows,avg_community_smells,avg_trad_smells,avg_ml_smells,avg_vuln,avg_turnover,avg_truck,avg_churn,avg_commits,avg_smelly_devs,avg_st_congruence,avg_density,avg_smelly_quitters
https://github.com/1989Ryan/Semantic_SLAM.git,1,1,4,1.0,3.5,0.25,0.5,0.0,0.0,53650.0,29.25,1.0,0.0,0.0,0.0
https://github.com/AFAgarap/cnn-svm.git,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1103.0,21.5,0.0,1.0,1.0,0.0
https://github.com/AICoE/prometheus-anomaly-detector.git,1,20,10,0.8,0.175,0.025,0.0,0.302500025,0.32499985,1347.325,3.95,0.650000075,0.420833325,0.6229167,0.27812495000000004
https://github.com/ARM-software/CMSIS_5.git,0,106,22,0.5606060606060606,0.04242424242424243,0.0,0.015151515151515152,0.372410506060606,0.6333334606060607,18141.53272727266,8.663636363636364,0.46969706060606065,0.5451812545454545,0.36417356666666667,0.37142424545454544
https://github.com/Adlik/Adlik.git,0,21,9,0.8035714285714286,1.8571428571428572,0.14285714285714285,0.625,0.26311633928571426,0.4553570892857142,1756.892857142857,6.357142857142857,0.6052295892857144,0.3574595535714286,0.6017432142857143,0.3130526785714286
https://github.com/AntonMu/TrainYourOwnYOLO.git,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,12205.0,4.0,1.0,0.0,0.0,0.0
https://github.com/BachiLi/redner.git,1,22,12,0.43902439024390244,1.7073170731707317,0.0,0.975609756097561,0.4609756097560975,0.5365852926829269,26574.726829268202,19.536585365853657,0.3170731707317073,0.3471545365853658,0.6097561463414634,0.2032520731707317
https://github.com/Belval/TextRecognitionDataGenerator.git,0,5,8,0.8333333333333334,3.8333333333333335,0.0,1.6666666666666667,0.05555558333333333,0.16666650000000002,40595.56666666636,6.5,0.75,0.375,0.3333335,0.0
https://github.com/BindsNET/bindsnet.git,0,4,2,1.0,3.7142857142857144,0.14285714285714285,1.5714285714285714,0.10714285714285714,0.42857128571428577,21039.285714285714,56.285714285714285,1.0,0.2380952857142857,1.0,0.10714285714285714
https://github.com/BloodAxe/pytorch-toolbelt.git,0,6,15,0.6,4.95,0.05,1.1,0.14166669999999998,0.25000005000000003,7569.6,49.5,0.59999995,0.1,0.40000005000000005,0.0
https://github.com/BrikerMan/Kashgari.git,0,3,1,0.0,2.3333333333333335,0.3333333333333333,0.6666666666666666,0.0,0.666667,7594.666666666667,36.0,0.0,1.0,1.0,0.0
https://github.com/CLUEbenchmark/CLUE.git,1,25,14,0.5116279069767442,0.0,0.046511627906976744,0.4883720930232558,0.3434108139534884,0.348837,5819.162790697675,12.255813953488373,0.4883720930232558,0.3032046046511628,0.622591511627907,0.17829455813953488
https://github.com/Cadene/bootstrap.pytorch.git,0,8,11,0.4230769230769231,1.9615384615384615,0.0,0.8846153846153846,0.3192307692307692,0.3461538461538461,2272.5384615384614,9.153846153846153,0.3846153461538461,0.6565934615384615,0.6153845769230769,0.2499999615384615
https://github.com/Calamari-OCR/calamari.git,0,17,12,1.048780487804878,2.5365853658536586,0.024390243902439025,0.5853658536585366,0.3075202682926829,0.5907085365853658,2224.048780487805,8.512195121951219,0.6927409512195123,0.20325200000000002,0.5297328780487806,0.1894308292682927
https://github.com/ClementPinard/SfmLearner-Pytorch.git,0,3,3,0.2,4.8,0.6,1.2,0.2,0.4,2906.4,15.8,0.2,0.4,0.8,0.0
https://github.com/ConvLab/ConvLab.git,0,12,2,0.35294117647058826,0.5294117647058824,0.35294117647058826,1.4705882352941178,0.16806705882352943,0.47058805882352944,46529.75294117625,15.235294117647058,0.29411776470588236,0.7612455294117648,0.9411765294117648,0.11764705882352941
https://github.com/CorentinJ/Real-Time-Voice-Cloning.git,1,18,16,0.75,1.78125,0.125,0.53125,0.2109375,0.37499996874999997,3358.71875,9.3125,0.68749996875,0.2716345,0.31101184375,0.145833375
https://github.com/CornellNLP/Cornell-Conversational-Analysis-Toolkit.git,0,26,33,0.580952380952381,1.838095238095238,0.23809523809523808,0.580952380952381,0.312879780952381,0.4571428380952381,18289.24380952374,13.952380952380953,0.5238095047619048,0.45641764761904763,0.592516980952381,0.1971428285714286
https://github.com/CyberZHG/keras-bert.git,0,3,3,0.6,4.0,0.4,0.6,0.1333334,0.40000020000000003,1152.6,13.0,0.5999998000000001,0.6,0.6,0.0
https://github.com/DLR-RM/stable-baselines3.git,0,8,4,0.7333333333333333,4.266666666666667,0.5333333333333333,1.5333333333333334,0.2666666,0.4,5370.066666666667,26.733333333333334,0.6,0.5466666,1.0,0.2666666
https://github.com/DSE-MSU/DeepRobust.git,1,20,20,0.6567164179104478,1.671641791044776,0.2537313432835821,0.7164179104477612,0.2823383731343283,0.2960197910447761,6133.0298507462685,12.805970149253731,0.5472636417910448,0.4262792537313433,0.7706468059701491,0.1223880895522388
https://github.com/DagnyT/hardnet.git,1,5,15,0.76,1.4,0.12,0.68,0.18666656,0.11999988,854.48,4.28,0.76,0.15999996,0.48,0.10666664000000001
https://github.com/DigitalSlideArchive/HistomicsTK.git,0,32,32,0.3008849557522124,2.309734513274336,0.23008849557522124,0.5132743362831859,0.2953433805309734,0.38938045132743365,5829.070796460177,25.035398230088497,0.2743362477876106,0.6643068230088496,0.7635482920353982,0.08849558407079645
https://github.com/DongjunLee/kino-bot.git,0,1,1,1.0,2.0,0.0,0.0,0.0,0.0,357.0,9.0,1.0,0.0,0.0,0.0
https://github.com/EdinburghNLP/nematus.git,0,39,14,0.6438356164383562,1.6027397260273972,0.0136986301369863,0.4246575342465753,0.5833659589041096,0.534246698630137,3694.986301369863,10.89041095890411,0.49315067123287665,0.3973215753424658,0.8375189999999999,0.4178082465753425
https://github.com/EpistasisLab/tpot.git,0,8,8,0.6129032258064516,2.6774193548387095,0.25806451612903225,0.6129032258064516,0.11290322580645161,0.516129064516129,19241.322580645163,16.93548387096774,0.5161290322580645,0.4946235806451613,0.7956988387096773,0.04838709677419355
https://github.com/FunctionLab/selene.git,0,7,9,0.5,2.8076923076923075,0.34615384615384615,0.8076923076923077,0.2320512307692308,0.4999999615384615,53076.30769230733,28.692307692307693,0.4230769230769231,0.6730769615384614,0.8974358461538461,0.08461538461538462
https://github.com/GRAAL-Research/poutyne.git,0,20,21,0.8035714285714286,3.5892857142857144,0.10714285714285714,0.42857142857142855,0.34910716071428577,0.4952381785714285,2185.839285714286,13.392857142857142,0.6687499464285713,0.2865260178571428,0.6440476964285714,0.3416666785714286
https://github.com/GoogleCloudPlatform/healthcare.git,1,28,27,0.5308641975308642,1.1604938271604939,0.0,0.2345679012345679,0.3561434197530864,0.3703703456790124,5059.79012345679,10.45679012345679,0.5185184197530864,0.45308637037037036,0.48045262962962965,0.28189298765432097
https://github.com/GoogleCloudPlatform/ml-on-gcp.git,1,27,12,0.8163265306122449,0.8775510204081632,0.20408163265306123,0.7142857142857143,0.3095237755102041,0.46122438775510205,3727.0204081632655,7.673469387755102,0.7102041224489796,0.34489789795918363,0.40748302040816325,0.2887755102040816
https://github.com/GoogleCloudPlatform/python-docs-samples.git,0,655,46,0.5133657351154314,0.32624544349939244,0.01275820170109356,0.5643985419198055,0.559314489671932,0.7267916737545566,1503.487727825028,5.87910085054678,0.46709452794653705,0.5111726725394897,0.1982511482381531,0.594121784325638
https://github.com/GoogleCloudPlatform/tensorflow-without-a-phd.git,1,13,15,0.7,1.325,0.025,0.1,0.246249925,0.424999975,19554.004999999863,10.9,0.649999975,0.45848207500000004,0.695833275,0.18999992500000001
https://github.com/Ha0Tang/AttentionGAN.git,1,3,9,0.42857142857142855,1.0714285714285714,0.14285714285714285,0.6428571428571429,0.17857142857142858,0.14285714285714285,2302.6428571428573,16.357142857142858,0.42857142857142855,0.2857142857142857,0.5714285714285714,0.17857142857142858
https://github.com/Ha0Tang/GestureGAN.git,1,2,11,1.0,0.5714285714285714,0.14285714285714285,0.42857142857142855,0.03571428571428571,0.21428571428571427,17012.714285714286,12.857142857142858,1.0,0.0,0.2857142857142857,0.03571428571428571
https://github.com/Ha0Tang/SelectionGAN.git,1,2,13,0.3684210526315789,1.4210526315789473,0.21052631578947367,0.8421052631578947,0.02631578947368421,0.21052631578947367,19931.178947368324,20.736842105263158,0.3684210526315789,0.42105263157894735,0.631578947368421,0.0
https://github.com/HazyResearch/fonduer.git,0,8,6,0.6842105263157895,4.2631578947368425,0.21052631578947367,1.263157894736842,0.18421042105263158,0.42105257894736847,38248.38947368411,34.36842105263158,0.5789473684210527,0.42105263157894735,0.9298246315789475,0.14912273684210525
https://github.com/HumanCompatibleAI/adversarial-policies.git,1,6,11,0.3888888888888889,3.5,0.3888888888888889,1.5,0.14814816666666666,0.1666666111111111,21873.299999999897,26.22222222222222,0.3888888888888889,0.4111111111111111,0.574074,0.0
https://github.com/IBM/AIX360.git,0,33,20,0.5714285714285714,1.155844155844156,0.22077922077922077,0.3116883116883117,0.44038342857142865,0.49350642857142857,14666.69350649348,8.220779220779221,0.5324675454545454,0.38868342857142857,0.5812673506493506,0.23447463636363636
https://github.com/IBM/lale.git,0,30,22,0.3898305084745763,0.7457627118644068,0.652542372881356,0.7288135593220338,0.30753293220338973,0.5338983644067796,8160.935593220323,12.991525423728813,0.31355933050847457,0.5598580847457626,0.7047080932203389,0.23954799152542375
https://github.com/JayYip/bert-multitask-learning.git,1,9,14,0.6842105263157895,4.421052631578948,0.15789473684210525,1.736842105263158,0.34210526315789475,0.15789473684210525,41858.831578947174,28.157894736842106,0.6842105263157895,0.3157894736842105,0.42105263157894735,0.15789473684210525
https://github.com/Kaixhin/Rainbow.git,1,12,13,0.7142857142857143,0.8571428571428571,0.0,0.32142857142857145,0.2351190714285714,0.18452374999999996,158.64285714285714,5.75,0.6369048214285715,0.24404771428571426,0.7023809642857143,0.22321428571428573
